_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,a1,a10,a2,a3,a4,a5,a6,a7,a8,a9,are_there_any_reasonable_activity_matches_in_the_two_process_fragments_shown_above,b1,b10,b2,b3,b4,b5,b6,b7,b8,b9,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,sim1,sim10,sim2,sim3,sim4,sim5,sim6,sim7,sim8,sim9,are_there_any_reasonable_activity_matches_in_the_two_process_fragments_shown_above_gold,fragmenta,fragmentb,processa,processb,urla,urlb
901433215,3/13/2016 13:42:27,false,1921236244,,3/13/2016 13:39:48,false,tremorgames,0.8,19953423,IDN,04,Jakarta,112.215.64.157,Check Documents,None,None,None,None,None,None,None,None,None,Yes,document,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,4,,,,,,,,,,,p82-f1,p84-f4,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f1.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f4.png
901433215,3/13/2016 17:59:39,false,1921357961,,3/13/2016 17:57:11,false,clixsense,1.0,31293498,BGR,42,Sofia,87.120.74.96,Check Documents,None,None,None,None,None,None,None,None,None,Yes,document,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,4,,,,,,,,,,,p82-f1,p84-f4,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f1.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f4.png
901433216,3/13/2016 15:15:06,false,1921284925,,3/13/2016 15:07:43,false,clixsense,1.0,36244305,VEN,25,Caracas,201.242.145.122,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f1,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f1.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433216,3/13/2016 15:36:08,false,1921291717,,3/13/2016 15:35:19,false,clixsense,1.0,34805760,BGR,65,Yambol,130.185.241.118,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,4,4,4,4,4,4,4,4,4,4,,p82-f1,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f1.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433216,3/13/2016 18:02:31,false,1921359136,,3/13/2016 17:59:40,false,clixsense,1.0,31293498,BGR,42,Sofia,87.120.74.96,Send Documents by Post,None,Send Documents by Post,Documents received,None,None,None,None,None,None,Yes,send rejection,None,send acceptance,receive rejection,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,4,,4,5,,,,,,,,p82-f1,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f1.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433217,3/13/2016 23:02:30,false,1921464851,,3/13/2016 22:57:40,false,clixsense,1.0,32240545,MEX,31,Mérida,187.166.72.50,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
901433217,3/14/2016 00:03:07,false,1921485344,,3/14/2016 00:02:05,false,clixsense,1.0,32352376,MEX,09,Mexico,189.204.177.123,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
901433217,3/14/2016 08:36:40,false,1921682747,,3/14/2016 08:35:28,false,instagc,1.0,27770607,USA,TX,El Paso,173.175.164.207,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
901433218,3/13/2016 15:43:42,false,1921294164,,3/13/2016 15:43:19,false,vivatic,1.0,36147080,GBR,J8,"",128.243.2.146,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f2,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f2.png
901433218,3/13/2016 20:42:17,false,1921412897,,3/13/2016 20:41:11,false,prodege,0.8,19543823,CAN,BC,Burnaby,75.157.35.5,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f2,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f2.png
901433218,3/13/2016 20:49:24,false,1921415232,,3/13/2016 20:46:18,false,clixsense,0.8,34312269,ARE,01,Al Ain,92.99.224.82,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f2,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f2.png
901433219,3/13/2016 15:43:19,false,1921293987,,3/13/2016 15:43:01,false,vivatic,1.0,36147080,GBR,J8,"",128.243.2.146,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f3,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f3.png
901433219,3/13/2016 16:23:22,false,1921307600,,3/13/2016 16:20:10,false,clixsense,1.0,36247787,SRB,00,Priboj,109.122.117.196,Evaluate,None,Invite to an aptitude test,Invite to an aptitude test,None,None,None,None,None,None,Yes,check if bachelor is sufficient,None,set additional requirements,check if bachelors-grade within top 85%,None,None,None,None,None,None,B part of A,matches exactly,B part of A,B part of A,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,5,,5,5,,,,,,,,p82-f2,p84-f3,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f3.png
901433219,3/13/2016 18:04:28,false,1921359889,,3/13/2016 18:02:33,false,clixsense,1.0,31293498,BGR,42,Sofia,87.120.74.96,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f3,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f3.png
901433220,3/13/2016 11:41:53,false,1921205755,,3/13/2016 11:39:44,false,neodev,1.0,21971187,TTO,08,Tunapuna,190.213.33.250,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f4,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f4.png
901433220,3/13/2016 12:22:53,false,1921215079,,3/13/2016 12:21:22,false,instagc,1.0,18960682,GBR,C9,Cleator Moor,92.18.222.110,Evaluate,None,None,None,None,None,None,None,None,None,Yes,rank with other applicants,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,6,,,,,,,,,,,p82-f2,p84-f4,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f4.png
901433220,3/13/2016 15:06:36,false,1921282255,,3/13/2016 14:47:48,false,clixsense,1.0,36244305,VEN,25,Caracas,201.242.145.122,Invite to an aptitude test,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,B part of A,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f4,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f4.png
901433221,3/13/2016 13:36:53,false,1921234909,,3/13/2016 13:36:29,false,neodev,0.8,32248046,IND,25,Chennai,163.47.12.216,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433221,3/13/2016 14:48:40,false,1921276157,,3/13/2016 14:46:36,false,neodev,0.8,13021762,IDN,30,Bandung,36.72.200.202,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433221,3/13/2016 17:13:46,false,1921340867,,3/13/2016 17:05:45,false,clixsense,0.75,18495435,IDN,08,Surabaya,112.215.153.173,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f2,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f2.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433222,3/13/2016 15:38:16,false,1921292369,,3/13/2016 15:37:19,false,clixsense,1.0,34805760,BGR,65,Yambol,130.185.241.118,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,2,2,2,2,2,2,2,2,2,2,,p82-f3,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
901433222,3/13/2016 16:12:59,false,1921303867,,3/13/2016 16:11:32,false,clixsense,1.0,20962789,ARG,01,Lomas Del Mirador,186.22.171.157,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f3,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
901433222,3/13/2016 20:41:10,false,1921412580,,3/13/2016 20:40:40,false,prodege,0.8,19543823,CAN,BC,Burnaby,75.157.35.5,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f3,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
901433223,3/13/2016 12:11:51,false,1921212288,,3/13/2016 12:10:56,false,clixsense,1.0,22778480,GRC,"","",46.177.197.208,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f3,p84-f2,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f2.png
901433223,3/13/2016 12:20:44,false,1921214520,,3/13/2016 12:19:52,false,tremorgames,1.0,17698648,ESP,34,Mieres,85.152.168.70,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f3,p84-f2,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f2.png
901433223,3/13/2016 12:24:28,false,1921215474,,3/13/2016 12:22:54,false,instagc,1.0,18960682,GBR,C9,Cleator Moor,92.18.222.110,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f3,p84-f2,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f2.png
901433224,3/13/2016 11:45:03,false,1921206384,,3/13/2016 11:43:47,false,neodev,1.0,21971187,TTO,08,Tunapuna,190.213.33.250,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f3,p84-f3,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f3.png
901433224,3/13/2016 11:56:26,false,1921208814,,3/13/2016 11:55:47,false,clixsense,1.0,31815004,IND,25,Chennai,49.207.191.95,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f3,p84-f3,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f3.png
901433224,3/13/2016 12:04:52,false,1921210577,,3/13/2016 12:02:11,false,clixsense,1.0,31307491,AUT,"","",77.119.128.2,Rank Students according to GPA and the test results,None,Rank Students according to GPA and the test results,None,None,None,None,None,None,None,Yes,check if bachelor is sufficient,None,check if bachelors-grade within top 85%,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,2,,2,,,,,,,,,p82-f3,p84-f3,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f3.png
901433225,3/13/2016 19:01:17,false,1921378712,,3/13/2016 18:59:29,false,neodev,1.0,33791995,VEN,25,Caracas,186.188.7.244,Rank Students according to GPA and the test results,None,None,None,None,None,None,None,None,None,Yes,rank with other applicants,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,5,,,,,,,,,,,p82-f3,p84-f4,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f4.png
901433225,3/13/2016 20:44:34,false,1921413636,,3/13/2016 20:42:52,false,prodege,0.8,19543823,CAN,BC,Burnaby,75.157.35.5,Rank Students according to GPA and the test results,None,None,None,None,None,None,None,None,None,Yes,rank with other applicants,None,None,None,None,None,None,None,None,None,A part of B,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,5,,,,,,,,,,,p82-f3,p84-f4,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f4.png
901433225,3/13/2016 20:52:31,false,1921416446,,3/13/2016 20:49:25,false,clixsense,0.8,34312269,ARE,01,Al Ain,92.99.224.82,Rank Students according to GPA and the test results,None,None,None,None,None,None,None,None,None,Yes,rank with other applicants,None,None,None,None,None,None,None,None,None,B part of A,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,6,,,,,,,,,,,p82-f3,p84-f4,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f4.png
901433226,3/13/2016 12:08:49,false,1921211473,,3/13/2016 12:06:00,false,clixsense,1.0,31307491,AUT,"","",77.119.128.2,Send letter of rejection,None,Acceptance,None,None,None,None,None,None,None,Yes,send rejection,None,send acceptance,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,7,,6,,,,,,,,,p82-f3,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433226,3/13/2016 12:10:55,false,1921211978,,3/13/2016 12:08:22,false,clixsense,1.0,22778480,GRC,"","",46.177.197.208,Send letter of rejection,None,Acceptance,None,None,None,None,None,None,None,Yes,send rejection,None,send acceptance,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,6,,5,,,,,,,,,p82-f3,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433226,3/13/2016 12:12:25,false,1921212431,,3/13/2016 12:10:41,false,neodev,1.0,36360111,SRB,00,Sombor,188.2.160.180,Send letter of rejection,None,Acceptance,Acceptance,None,None,None,None,None,None,Yes,send rejection,None,send acceptance,receive acceptance,None,None,None,None,None,None,B part of A,matches exactly,A part of B,A part of B,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,6,,5,5,,,,,,,,p82-f3,p84-f5,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f3.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f5.png
901433227,3/13/2016 12:25:13,false,1921215725,,3/13/2016 12:24:30,false,instagc,1.0,18960682,GBR,C9,Cleator Moor,92.18.222.110,Apply Online,None,None,None,None,None,None,None,None,None,Yes,fill out application form,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,6,,,,,,,,,,,p82-f1,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f1.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
901433227,3/13/2016 14:01:13,false,1921249092,,3/13/2016 14:00:21,false,elite,0.8,28857875,IDN,07,Wonosobo,36.84.13.218,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,p82-f1,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f1.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
901433227,3/13/2016 15:20:13,false,1921286609,,3/13/2016 15:15:08,false,clixsense,1.0,36244305,VEN,25,Caracas,201.242.145.122,Apply Online,None,Apply Online,Apply Online,Apply Online,None,None,None,None,None,Yes,complete application,None,fill out application form,add certificate of bachelor degree,add certificate of german language,None,None,None,None,None,B part of A,matches exactly,B part of A,B part of A,B part of A,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,4,,4,4,4,,,,,,,p82-f1,p84-f1,82,84,http://galvanic-axle-852.appspot.com/static/fragments/p82-f1.png,http://galvanic-axle-852.appspot.com/static/fragments/p84-f1.png
